province,adcode,model,bodyType,regYear,regMonth,salesVolume,popularity,carCommentVolum,newsReplyVolum,salesVolume_model_in_all_adcode,salesVolume_bodyType_in_all_adcode,salesVolume_adcode_in_all_model,salesVolume_bodyType_in_all_model
四川,510000,ea489c253676aafc,Sedan,2017,8,1050,3290,215,1139,19387.0,1050.0,43852.0,24193.0
安徽,340000,ea489c253676aafc,Sedan,2017,8,857,1028,215,1139,19387.0,857.0,32644.0,17573.0
山东,370000,ea489c253676aafc,Sedan,2017,8,3266,3978,215,1139,19387.0,3266.0,68053.0,38439.0
山西,140000,ea489c253676aafc,Sedan,2017,8,1538,1597,215,1139,19387.0,1538.0,24354.0,14242.0
广东,440000,ea489c253676aafc,Sedan,2017,8,681,2517,215,1139,19387.0,681.0,92947.0,50377.0
广西,450000,ea489c253676aafc,Sedan,2017,8,128,659,215,1139,19387.0,128.0,20278.0,10122.0
江苏,320000,ea489c253676aafc,Sedan,2017,8,955,2171,215,1139,19387.0,955.0,69564.0,39322.0
江西,360000,ea489c253676aafc,Sedan,2017,8,217,644,215,1139,19387.0,217.0,22897.0,12756.0
河北,130000,ea489c253676aafc,Sedan,2017,8,3386,3375,215,1139,19387.0,3386.0,65338.0,37051.0
河南,410000,ea489c253676aafc,Sedan,2017,8,1721,4741,215,1139,19387.0,1721.0,63719.0,34212.0
浙江,330000,ea489c253676aafc,Sedan,2017,8,432,1687,215,1139,19387.0,432.0,61314.0,33304.0
湖北,420000,ea489c253676aafc,Sedan,2017,8,172,810,215,1139,19387.0,172.0,29977.0,13795.0
湖南,430000,ea489c253676aafc,Sedan,2017,8,393,1057,215,1139,19387.0,393.0,33369.0,17229.0
福建,350000,ea489c253676aafc,Sedan,2017,8,301,1100,215,1139,19387.0,301.0,22993.0,13704.0
辽宁,210000,ea489c253676aafc,Sedan,2017,8,892,1465,215,1139,19387.0,892.0,28354.0,16073.0
重庆,500000,ea489c253676aafc,Sedan,2017,8,199,2712,215,1139,19387.0,199.0,15786.0,7681.0
陕西,610000,ea489c253676aafc,Sedan,2017,8,614,1327,215,1139,19387.0,614.0,24384.0,12682.0
黑龙江,230000,ea489c253676aafc,Sedan,2017,8,859,881,215,1139,19387.0,859.0,19847.0,11134.0
上海,310000,cd5841d44fd7625e,Sedan,2017,8,307,684,660,2885,16601.0,307.0,22091.0,11667.0
云南,530000,cd5841d44fd7625e,Sedan,2017,8,418,825,660,2885,16601.0,418.0,21371.0,9154.0
内蒙古,150000,cd5841d44fd7625e,Sedan,2017,8,411,508,660,2885,16601.0,411.0,15868.0,7897.0
北京,110000,cd5841d44fd7625e,Sedan,2017,8,860,1112,660,2885,16601.0,860.0,19428.0,9543.0
四川,510000,cd5841d44fd7625e,Sedan,2017,8,1009,1373,660,2885,16601.0,1009.0,43852.0,24193.0
安徽,340000,cd5841d44fd7625e,Sedan,2017,8,499,1378,660,2885,16601.0,499.0,32644.0,17573.0
山东,370000,cd5841d44fd7625e,Sedan,2017,8,1927,2312,660,2885,16601.0,1927.0,68053.0,38439.0
山西,140000,cd5841d44fd7625e,Sedan,2017,8,409,573,660,2885,16601.0,409.0,24354.0,14242.0
广东,440000,cd5841d44fd7625e,Sedan,2017,8,839,2197,660,2885,16601.0,839.0,92947.0,50377.0
广西,450000,cd5841d44fd7625e,Sedan,2017,8,192,508,660,2885,16601.0,192.0,20278.0,10122.0
江苏,320000,cd5841d44fd7625e,Sedan,2017,8,1296,2268,660,2885,16601.0,1296.0,69564.0,39322.0
江西,360000,cd5841d44fd7625e,Sedan,2017,8,309,550,660,2885,16601.0,309.0,22897.0,12756.0
河北,130000,cd5841d44fd7625e,Sedan,2017,8,1864,1494,660,2885,16601.0,1864.0,65338.0,37051.0
河南,410000,cd5841d44fd7625e,Sedan,2017,8,1579,2132,660,2885,16601.0,1579.0,63719.0,34212.0
浙江,330000,cd5841d44fd7625e,Sedan,2017,8,732,1970,660,2885,16601.0,732.0,61314.0,33304.0
湖北,420000,cd5841d44fd7625e,Sedan,2017,8,546,837,660,2885,16601.0,546.0,29977.0,13795.0
湖南,430000,cd5841d44fd7625e,Sedan,2017,8,399,878,660,2885,16601.0,399.0,33369.0,17229.0
福建,350000,cd5841d44fd7625e,Sedan,2017,8,315,719,660,2885,16601.0,315.0,22993.0,13704.0
辽宁,210000,cd5841d44fd7625e,Sedan,2017,8,765,976,660,2885,16601.0,765.0,28354.0,16073.0
重庆,500000,cd5841d44fd7625e,Sedan,2017,8,381,575,660,2885,16601.0,381.0,15786.0,7681.0
陕西,610000,cd5841d44fd7625e,Sedan,2017,8,500,707,660,2885,16601.0,500.0,24384.0,12682.0
黑龙江,230000,cd5841d44fd7625e,Sedan,2017,8,1044,818,660,2885,16601.0,1044.0,19847.0,11134.0
上海,310000,b25c4e2e3856af22,SUV,2017,8,602,3510,1159,6051,11746.0,602.0,22091.0,7540.0
云南,530000,b25c4e2e3856af22,SUV,2017,8,439,3128,1159,6051,11746.0,439.0,21371.0,8226.0
内蒙古,150000,b25c4e2e3856af22,SUV,2017,8,170,1341,1159,6051,11746.0,170.0,15868.0,6674.0
北京,110000,b25c4e2e3856af22,SUV,2017,8,270,4261,1159,6051,11746.0,270.0,19428.0,7223.0
四川,510000,b25c4e2e3856af22,SUV,2017,8,717,6235,1159,6051,11746.0,717.0,43852.0,15701.0
安徽,340000,b25c4e2e3856af22,SUV,2017,8,685,2725,1159,6051,11746.0,685.0,32644.0,11238.0
山东,370000,b25c4e2e3856af22,SUV,2017,8,940,6951,1159,6051,11746.0,940.0,68053.0,20234.0
山西,140000,b25c4e2e3856af22,SUV,2017,8,135,1918,1159,6051,11746.0,135.0,24354.0,7476.0
广东,440000,b25c4e2e3856af22,SUV,2017,8,780,6764,1159,6051,11746.0,780.0,92947.0,34383.0
广西,450000,b25c4e2e3856af22,SUV,2017,8,169,1209,1159,6051,11746.0,169.0,20278.0,5611.0
江苏,320000,b25c4e2e3856af22,SUV,2017,8,1181,6110,1159,6051,11746.0,1181.0,69564.0,21696.0
江西,360000,b25c4e2e3856af22,SUV,2017,8,461,1890,1159,6051,11746.0,461.0,22897.0,8143.0
河北,130000,b25c4e2e3856af22,SUV,2017,8,679,5227,1159,6051,11746.0,679.0,65338.0,20109.0
河南,410000,b25c4e2e3856af22,SUV,2017,8,653,6625,1159,6051,11746.0,653.0,63719.0,20574.0
浙江,330000,b25c4e2e3856af22,SUV,2017,8,1334,5797,1159,6051,11746.0,1334.0,61314.0,21169.0
湖北,420000,b25c4e2e3856af22,SUV,2017,8,519,2711,1159,6051,11746.0,519.0,29977.0,13309.0
湖南,430000,b25c4e2e3856af22,SUV,2017,8,642,2940,1159,6051,11746.0,642.0,33369.0,13032.0
福建,350000,b25c4e2e3856af22,SUV,2017,8,372,2746,1159,6051,11746.0,372.0,22993.0,7513.0
辽宁,210000,b25c4e2e3856af22,SUV,2017,8,272,2301,1159,6051,11746.0,272.0,28354.0,9580.0
重庆,500000,b25c4e2e3856af22,SUV,2017,8,250,4039,1159,6051,11746.0,250.0,15786.0,6814.0
陕西,610000,b25c4e2e3856af22,SUV,2017,8,238,2280,1159,6051,11746.0,238.0,24384.0,8707.0
黑龙江,230000,b25c4e2e3856af22,SUV,2017,8,238,1870,1159,6051,11746.0,238.0,19847.0,6743.0
上海,310000,4a103c30d593fbbe,Sedan,2017,8,607,2125,1513,2341,31612.0,607.0,22091.0,11667.0
云南,530000,4a103c30d593fbbe,Sedan,2017,8,556,2540,1513,2341,31612.0,556.0,21371.0,9154.0
内蒙古,150000,4a103c30d593fbbe,Sedan,2017,8,607,1280,1513,2341,31612.0,607.0,15868.0,7897.0
北京,110000,4a103c30d593fbbe,Sedan,2017,8,542,4214,1513,2341,31612.0,542.0,19428.0,9543.0
四川,510000,4a103c30d593fbbe,Sedan,2017,8,2475,5953,1513,2341,31612.0,2475.0,43852.0,24193.0
安徽,340000,4a103c30d593fbbe,Sedan,2017,8,1713,2876,1513,2341,31612.0,1713.0,32644.0,17573.0
山东,370000,4a103c30d593fbbe,Sedan,2017,8,2655,7126,1513,2341,31612.0,2655.0,68053.0,38439.0
山西,140000,4a103c30d593fbbe,Sedan,2017,8,866,2010,1513,2341,31612.0,866.0,24354.0,14242.0
广东,440000,4a103c30d593fbbe,Sedan,2017,8,1368,7155,1513,2341,31612.0,1368.0,92947.0,50377.0
广西,450000,4a103c30d593fbbe,Sedan,2017,8,397,1295,1513,2341,31612.0,397.0,20278.0,10122.0
江苏,320000,4a103c30d593fbbe,Sedan,2017,8,3088,5810,1513,2341,31612.0,3088.0,69564.0,39322.0
江西,360000,4a103c30d593fbbe,Sedan,2017,8,808,1674,1513,2341,31612.0,808.0,22897.0,12756.0
河北,130000,4a103c30d593fbbe,Sedan,2017,8,4173,6947,1513,2341,31612.0,4173.0,65338.0,37051.0
河南,410000,4a103c30d593fbbe,Sedan,2017,8,2996,7026,1513,2341,31612.0,2996.0,63719.0,34212.0
浙江,330000,4a103c30d593fbbe,Sedan,2017,8,2472,4572,1513,2341,31612.0,2472.0,61314.0,33304.0
湖北,420000,4a103c30d593fbbe,Sedan,2017,8,966,1996,1513,2341,31612.0,966.0,29977.0,13795.0
湖南,430000,4a103c30d593fbbe,Sedan,2017,8,991,2490,1513,2341,31612.0,991.0,33369.0,17229.0
福建,350000,4a103c30d593fbbe,Sedan,2017,8,690,2325,1513,2341,31612.0,690.0,22993.0,13704.0
辽宁,210000,4a103c30d593fbbe,Sedan,2017,8,1272,2876,1513,2341,31612.0,1272.0,28354.0,16073.0
重庆,500000,4a103c30d593fbbe,Sedan,2017,8,435,3685,1513,2341,31612.0,435.0,15786.0,7681.0
陕西,610000,4a103c30d593fbbe,Sedan,2017,8,835,2089,1513,2341,31612.0,835.0,24384.0,12682.0
黑龙江,230000,4a103c30d593fbbe,Sedan,2017,8,1100,2432,1513,2341,31612.0,1100.0,19847.0,11134.0
上海,310000,7a7885e2d7c00bcf,Hatchback,2017,8,758,1041,1038,2372,17798.0,758.0,22091.0,1094.0
云南,530000,7a7885e2d7c00bcf,Hatchback,2017,8,290,773,1038,2372,17798.0,290.0,21371.0,563.0
内蒙古,150000,7a7885e2d7c00bcf,Hatchback,2017,8,328,577,1038,2372,17798.0,328.0,15868.0,395.0
北京,110000,7a7885e2d7c00bcf,Hatchback,2017,8,559,1113,1038,2372,17798.0,559.0,19428.0,712.0
四川,510000,7a7885e2d7c00bcf,Hatchback,2017,8,820,1459,1038,2372,17798.0,820.0,43852.0,1421.0
安徽,340000,7a7885e2d7c00bcf,Hatchback,2017,8,791,1544,1038,2372,17798.0,791.0,32644.0,1244.0
山东,370000,7a7885e2d7c00bcf,Hatchback,2017,8,2002,2968,1038,2372,17798.0,2002.0,68053.0,2614.0
山西,140000,7a7885e2d7c00bcf,Hatchback,2017,8,307,623,1038,2372,17798.0,307.0,24354.0,439.0
广东,440000,7a7885e2d7c00bcf,Hatchback,2017,8,829,2524,1038,2372,17798.0,829.0,92947.0,1515.0
广西,450000,7a7885e2d7c00bcf,Hatchback,2017,8,183,597,1038,2372,17798.0,183.0,20278.0,345.0
江苏,320000,7a7885e2d7c00bcf,Hatchback,2017,8,2422,3265,1038,2372,17798.0,2422.0,69564.0,3549.0
江西,360000,7a7885e2d7c00bcf,Hatchback,2017,8,404,721,1038,2372,17798.0,404.0,22897.0,673.0
河北,130000,7a7885e2d7c00bcf,Hatchback,2017,8,1916,2011,1038,2372,17798.0,1916.0,65338.0,2489.0
河南,410000,7a7885e2d7c00bcf,Hatchback,2017,8,1211,2520,1038,2372,17798.0,1211.0,63719.0,1778.0
浙江,330000,7a7885e2d7c00bcf,Hatchback,2017,8,2258,3013,1038,2372,17798.0,2258.0,61314.0,3242.0
湖北,420000,7a7885e2d7c00bcf,Hatchback,2017,8,504,1008,1038,2372,17798.0,504.0,29977.0,807.0
湖南,430000,7a7885e2d7c00bcf,Hatchback,2017,8,480,976,1038,2372,17798.0,480.0,33369.0,760.0
福建,350000,7a7885e2d7c00bcf,Hatchback,2017,8,356,855,1038,2372,17798.0,356.0,22993.0,645.0
辽宁,210000,7a7885e2d7c00bcf,Hatchback,2017,8,352,953,1038,2372,17798.0,352.0,28354.0,494.0
重庆,500000,7a7885e2d7c00bcf,Hatchback,2017,8,116,480,1038,2372,17798.0,116.0,15786.0,279.0
陕西,610000,7a7885e2d7c00bcf,Hatchback,2017,8,437,904,1038,2372,17798.0,437.0,24384.0,731.0
黑龙江,230000,7a7885e2d7c00bcf,Hatchback,2017,8,475,672,1038,2372,17798.0,475.0,19847.0,543.0
上海,310000,346393c2c6305fb1,SUV,2017,8,39,188,197,289,3755.0,39.0,22091.0,7540.0
云南,530000,346393c2c6305fb1,SUV,2017,8,55,233,197,289,3755.0,55.0,21371.0,8226.0
内蒙古,150000,346393c2c6305fb1,SUV,2017,8,85,211,197,289,3755.0,85.0,15868.0,6674.0
北京,110000,346393c2c6305fb1,SUV,2017,8,51,325,197,289,3755.0,51.0,19428.0,7223.0
四川,510000,346393c2c6305fb1,SUV,2017,8,136,339,197,289,3755.0,136.0,43852.0,15701.0
安徽,340000,346393c2c6305fb1,SUV,2017,8,347,474,197,289,3755.0,347.0,32644.0,11238.0
山东,370000,346393c2c6305fb1,SUV,2017,8,649,993,197,289,3755.0,649.0,68053.0,20234.0
山西,140000,346393c2c6305fb1,SUV,2017,8,237,319,197,289,3755.0,237.0,24354.0,7476.0
广东,440000,346393c2c6305fb1,SUV,2017,8,121,593,197,289,3755.0,121.0,92947.0,34383.0
广西,450000,346393c2c6305fb1,SUV,2017,8,50,161,197,289,3755.0,50.0,20278.0,5611.0
江苏,320000,346393c2c6305fb1,SUV,2017,8,213,612,197,289,3755.0,213.0,69564.0,21696.0
江西,360000,346393c2c6305fb1,SUV,2017,8,57,146,197,289,3755.0,57.0,22897.0,8143.0
河北,130000,346393c2c6305fb1,SUV,2017,8,524,630,197,289,3755.0,524.0,65338.0,20109.0
河南,410000,346393c2c6305fb1,SUV,2017,8,316,645,197,289,3755.0,316.0,63719.0,20574.0
浙江,330000,346393c2c6305fb1,SUV,2017,8,72,511,197,289,3755.0,72.0,61314.0,21169.0
湖北,420000,346393c2c6305fb1,SUV,2017,8,127,257,197,289,3755.0,127.0,29977.0,13309.0
湖南,430000,346393c2c6305fb1,SUV,2017,8,161,217,197,289,3755.0,161.0,33369.0,13032.0
福建,350000,346393c2c6305fb1,SUV,2017,8,28,192,197,289,3755.0,28.0,22993.0,7513.0
辽宁,210000,346393c2c6305fb1,SUV,2017,8,200,400,197,289,3755.0,200.0,28354.0,9580.0
重庆,500000,346393c2c6305fb1,SUV,2017,8,79,162,197,289,3755.0,79.0,15786.0,6814.0
陕西,610000,346393c2c6305fb1,SUV,2017,8,85,277,197,289,3755.0,85.0,24384.0,8707.0
黑龙江,230000,346393c2c6305fb1,SUV,2017,8,123,314,197,289,3755.0,123.0,19847.0,6743.0
上海,310000,02aab221aabc03b9,Sedan,2017,8,727,763,843,2982,10914.0,727.0,22091.0,11667.0
云南,530000,02aab221aabc03b9,Sedan,2017,8,267,2122,843,2982,10914.0,267.0,21371.0,9154.0
内蒙古,150000,02aab221aabc03b9,Sedan,2017,8,112,135,843,2982,10914.0,112.0,15868.0,7897.0
北京,110000,02aab221aabc03b9,Sedan,2017,8,630,815,843,2982,10914.0,630.0,19428.0,9543.0
四川,510000,02aab221aabc03b9,Sedan,2017,8,576,4011,843,2982,10914.0,576.0,43852.0,24193.0
安徽,340000,02aab221aabc03b9,Sedan,2017,8,353,346,843,2982,10914.0,353.0,32644.0,17573.0
山东,370000,02aab221aabc03b9,Sedan,2017,8,526,787,843,2982,10914.0,526.0,68053.0,38439.0
山西,140000,02aab221aabc03b9,Sedan,2017,8,124,224,843,2982,10914.0,124.0,24354.0,14242.0
广东,440000,02aab221aabc03b9,Sedan,2017,8,1304,1846,843,2982,10914.0,1304.0,92947.0,50377.0
广西,450000,02aab221aabc03b9,Sedan,2017,8,153,581,843,2982,10914.0,153.0,20278.0,10122.0
江苏,320000,02aab221aabc03b9,Sedan,2017,8,1583,960,843,2982,10914.0,1583.0,69564.0,39322.0
江西,360000,02aab221aabc03b9,Sedan,2017,8,215,323,843,2982,10914.0,215.0,22897.0,12756.0
河北,130000,02aab221aabc03b9,Sedan,2017,8,362,543,843,2982,10914.0,362.0,65338.0,37051.0
河南,410000,02aab221aabc03b9,Sedan,2017,8,407,4685,843,2982,10914.0,407.0,63719.0,34212.0
浙江,330000,02aab221aabc03b9,Sedan,2017,8,1537,796,843,2982,10914.0,1537.0,61314.0,33304.0
湖北,420000,02aab221aabc03b9,Sedan,2017,8,321,328,843,2982,10914.0,321.0,29977.0,13795.0
湖南,430000,02aab221aabc03b9,Sedan,2017,8,275,815,843,2982,10914.0,275.0,33369.0,17229.0
福建,350000,02aab221aabc03b9,Sedan,2017,8,477,969,843,2982,10914.0,477.0,22993.0,13704.0
辽宁,210000,02aab221aabc03b9,Sedan,2017,8,316,496,843,2982,10914.0,316.0,28354.0,16073.0
重庆,500000,02aab221aabc03b9,Sedan,2017,8,263,3889,843,2982,10914.0,263.0,15786.0,7681.0
陕西,610000,02aab221aabc03b9,Sedan,2017,8,252,627,843,2982,10914.0,252.0,24384.0,12682.0
黑龙江,230000,02aab221aabc03b9,Sedan,2017,8,134,346,843,2982,10914.0,134.0,19847.0,11134.0
上海,310000,5d7fb682edd0f937,SUV,2017,8,299,1835,194,22,5370.0,299.0,22091.0,7540.0
云南,530000,5d7fb682edd0f937,SUV,2017,8,169,1553,194,22,5370.0,169.0,21371.0,8226.0
内蒙古,150000,5d7fb682edd0f937,SUV,2017,8,89,774,194,22,5370.0,89.0,15868.0,6674.0
北京,110000,5d7fb682edd0f937,SUV,2017,8,246,2367,194,22,5370.0,246.0,19428.0,7223.0
四川,510000,5d7fb682edd0f937,SUV,2017,8,271,2875,194,22,5370.0,271.0,43852.0,15701.0
安徽,340000,5d7fb682edd0f937,SUV,2017,8,222,1920,194,22,5370.0,222.0,32644.0,11238.0
山东,370000,5d7fb682edd0f937,SUV,2017,8,292,3916,194,22,5370.0,292.0,68053.0,20234.0
山西,140000,5d7fb682edd0f937,SUV,2017,8,94,879,194,22,5370.0,94.0,24354.0,7476.0
广东,440000,5d7fb682edd0f937,SUV,2017,8,478,4112,194,22,5370.0,478.0,92947.0,34383.0
广西,450000,5d7fb682edd0f937,SUV,2017,8,94,854,194,22,5370.0,94.0,20278.0,5611.0
江苏,320000,5d7fb682edd0f937,SUV,2017,8,701,5027,194,22,5370.0,701.0,69564.0,21696.0
江西,360000,5d7fb682edd0f937,SUV,2017,8,127,960,194,22,5370.0,127.0,22897.0,8143.0
河北,130000,5d7fb682edd0f937,SUV,2017,8,222,2594,194,22,5370.0,222.0,65338.0,20109.0
河南,410000,5d7fb682edd0f937,SUV,2017,8,216,3408,194,22,5370.0,216.0,63719.0,20574.0
浙江,330000,5d7fb682edd0f937,SUV,2017,8,732,4228,194,22,5370.0,732.0,61314.0,21169.0
湖北,420000,5d7fb682edd0f937,SUV,2017,8,241,1659,194,22,5370.0,241.0,29977.0,13309.0
湖南,430000,5d7fb682edd0f937,SUV,2017,8,198,1578,194,22,5370.0,198.0,33369.0,13032.0
福建,350000,5d7fb682edd0f937,SUV,2017,8,201,1528,194,22,5370.0,201.0,22993.0,7513.0
辽宁,210000,5d7fb682edd0f937,SUV,2017,8,145,1503,194,22,5370.0,145.0,28354.0,9580.0
重庆,500000,5d7fb682edd0f937,SUV,2017,8,110,1679,194,22,5370.0,110.0,15786.0,6814.0
陕西,610000,5d7fb682edd0f937,SUV,2017,8,140,1347,194,22,5370.0,140.0,24384.0,8707.0
黑龙江,230000,5d7fb682edd0f937,SUV,2017,8,83,955,194,22,5370.0,83.0,19847.0,6743.0
上海,310000,a207df29ec9583f0,SUV,2017,8,694,2724,216,598,9185.0,694.0,22091.0,7540.0
云南,530000,a207df29ec9583f0,SUV,2017,8,250,1730,216,598,9185.0,250.0,21371.0,8226.0
内蒙古,150000,a207df29ec9583f0,SUV,2017,8,128,1028,216,598,9185.0,128.0,15868.0,6674.0
北京,110000,a207df29ec9583f0,SUV,2017,8,824,4010,216,598,9185.0,824.0,19428.0,7223.0
四川,510000,a207df29ec9583f0,SUV,2017,8,440,3217,216,598,9185.0,440.0,43852.0,15701.0
安徽,340000,a207df29ec9583f0,SUV,2017,8,259,2807,216,598,9185.0,259.0,32644.0,11238.0
山东,370000,a207df29ec9583f0,SUV,2017,8,468,5435,216,598,9185.0,468.0,68053.0,20234.0
山西,140000,a207df29ec9583f0,SUV,2017,8,152,1125,216,598,9185.0,152.0,24354.0,7476.0
广东,440000,a207df29ec9583f0,SUV,2017,8,1109,6435,216,598,9185.0,1109.0,92947.0,34383.0
广西,450000,a207df29ec9583f0,SUV,2017,8,129,1188,216,598,9185.0,129.0,20278.0,5611.0
江苏,320000,a207df29ec9583f0,SUV,2017,8,1080,6950,216,598,9185.0,1080.0,69564.0,21696.0
江西,360000,a207df29ec9583f0,SUV,2017,8,197,1403,216,598,9185.0,197.0,22897.0,8143.0
河北,130000,a207df29ec9583f0,SUV,2017,8,298,3648,216,598,9185.0,298.0,65338.0,20109.0
河南,410000,a207df29ec9583f0,SUV,2017,8,287,3607,216,598,9185.0,287.0,63719.0,20574.0
浙江,330000,a207df29ec9583f0,SUV,2017,8,1063,6296,216,598,9185.0,1063.0,61314.0,21169.0
湖北,420000,a207df29ec9583f0,SUV,2017,8,384,2488,216,598,9185.0,384.0,29977.0,13309.0
湖南,430000,a207df29ec9583f0,SUV,2017,8,249,2224,216,598,9185.0,249.0,33369.0,13032.0
福建,350000,a207df29ec9583f0,SUV,2017,8,330,2029,216,598,9185.0,330.0,22993.0,7513.0
辽宁,210000,a207df29ec9583f0,SUV,2017,8,299,2182,216,598,9185.0,299.0,28354.0,9580.0
重庆,500000,a207df29ec9583f0,SUV,2017,8,198,1313,216,598,9185.0,198.0,15786.0,6814.0
陕西,610000,a207df29ec9583f0,SUV,2017,8,224,1772,216,598,9185.0,224.0,24384.0,8707.0
黑龙江,230000,a207df29ec9583f0,SUV,2017,8,123,1237,216,598,9185.0,123.0,19847.0,6743.0
上海,310000,b4be3a4917289c82,Hatchback,2017,8,182,4560,428,101,2842.0,182.0,22091.0,1094.0
云南,530000,b4be3a4917289c82,Hatchback,2017,8,46,3855,428,101,2842.0,46.0,21371.0,563.0
内蒙古,150000,b4be3a4917289c82,Hatchback,2017,8,27,1489,428,101,2842.0,27.0,15868.0,395.0
北京,110000,b4be3a4917289c82,Hatchback,2017,8,112,5163,428,101,2842.0,112.0,19428.0,712.0
四川,510000,b4be3a4917289c82,Hatchback,2017,8,184,8803,428,101,2842.0,184.0,43852.0,1421.0
安徽,340000,b4be3a4917289c82,Hatchback,2017,8,108,4174,428,101,2842.0,108.0,32644.0,1244.0
山东,370000,b4be3a4917289c82,Hatchback,2017,8,180,8951,428,101,2842.0,180.0,68053.0,2614.0
山西,140000,b4be3a4917289c82,Hatchback,2017,8,27,1933,428,101,2842.0,27.0,24354.0,439.0
广东,440000,b4be3a4917289c82,Hatchback,2017,8,225,9940,428,101,2842.0,225.0,92947.0,1515.0
广西,450000,b4be3a4917289c82,Hatchback,2017,8,38,1808,428,101,2842.0,38.0,20278.0,345.0
江苏,320000,b4be3a4917289c82,Hatchback,2017,8,426,11373,428,101,2842.0,426.0,69564.0,3549.0
江西,360000,b4be3a4917289c82,Hatchback,2017,8,50,2365,428,101,2842.0,50.0,22897.0,673.0
河北,130000,b4be3a4917289c82,Hatchback,2017,8,118,6244,428,101,2842.0,118.0,65338.0,2489.0
河南,410000,b4be3a4917289c82,Hatchback,2017,8,121,8439,428,101,2842.0,121.0,63719.0,1778.0
浙江,330000,b4be3a4917289c82,Hatchback,2017,8,511,10964,428,101,2842.0,511.0,61314.0,3242.0
湖北,420000,b4be3a4917289c82,Hatchback,2017,8,103,3571,428,101,2842.0,103.0,29977.0,807.0
湖南,430000,b4be3a4917289c82,Hatchback,2017,8,85,3594,428,101,2842.0,85.0,33369.0,760.0
福建,350000,b4be3a4917289c82,Hatchback,2017,8,64,3309,428,101,2842.0,64.0,22993.0,645.0
辽宁,210000,b4be3a4917289c82,Hatchback,2017,8,75,3468,428,101,2842.0,75.0,28354.0,494.0
重庆,500000,b4be3a4917289c82,Hatchback,2017,8,40,4993,428,101,2842.0,40.0,15786.0,279.0
陕西,610000,b4be3a4917289c82,Hatchback,2017,8,90,2979,428,101,2842.0,90.0,24384.0,731.0
黑龙江,230000,b4be3a4917289c82,Hatchback,2017,8,30,2092,428,101,2842.0,30.0,19847.0,543.0
上海,310000,ef76a85c4b39f693,Sedan,2017,8,609,4774,2,1154,12157.0,609.0,22091.0,11667.0
云南,530000,ef76a85c4b39f693,Sedan,2017,8,277,3911,2,1154,12157.0,277.0,21371.0,9154.0
内蒙古,150000,ef76a85c4b39f693,Sedan,2017,8,176,2491,2,1154,12157.0,176.0,15868.0,7897.0
北京,110000,ef76a85c4b39f693,Sedan,2017,8,697,6514,2,1154,12157.0,697.0,19428.0,9543.0
四川,510000,ef76a85c4b39f693,Sedan,2017,8,643,8198,2,1154,12157.0,643.0,43852.0,24193.0
安徽,340000,ef76a85c4b39f693,Sedan,2017,8,453,5873,2,1154,12157.0,453.0,32644.0,17573.0
山东,370000,ef76a85c4b39f693,Sedan,2017,8,741,11845,2,1154,12157.0,741.0,68053.0,38439.0
山西,140000,ef76a85c4b39f693,Sedan,2017,8,177,2811,2,1154,12157.0,177.0,24354.0,14242.0
广东,440000,ef76a85c4b39f693,Sedan,2017,8,899,11344,2,1154,12157.0,899.0,92947.0,50377.0
广西,450000,ef76a85c4b39f693,Sedan,2017,8,145,2338,2,1154,12157.0,145.0,20278.0,10122.0
江苏,320000,ef76a85c4b39f693,Sedan,2017,8,1451,13919,2,1154,12157.0,1451.0,69564.0,39322.0
江西,360000,ef76a85c4b39f693,Sedan,2017,8,258,3271,2,1154,12157.0,258.0,22897.0,12756.0
河北,130000,ef76a85c4b39f693,Sedan,2017,8,563,8810,2,1154,12157.0,563.0,65338.0,37051.0
河南,410000,ef76a85c4b39f693,Sedan,2017,8,492,10648,2,1154,12157.0,492.0,63719.0,34212.0
浙江,330000,ef76a85c4b39f693,Sedan,2017,8,1958,13794,2,1154,12157.0,1958.0,61314.0,33304.0
湖北,420000,ef76a85c4b39f693,Sedan,2017,8,437,4398,2,1154,12157.0,437.0,29977.0,13795.0
湖南,430000,ef76a85c4b39f693,Sedan,2017,8,429,4663,2,1154,12157.0,429.0,33369.0,17229.0
福建,350000,ef76a85c4b39f693,Sedan,2017,8,308,3660,2,1154,12157.0,308.0,22993.0,13704.0
辽宁,210000,ef76a85c4b39f693,Sedan,2017,8,648,5261,2,1154,12157.0,648.0,28354.0,16073.0
重庆,500000,ef76a85c4b39f693,Sedan,2017,8,190,4161,2,1154,12157.0,190.0,15786.0,7681.0
陕西,610000,ef76a85c4b39f693,Sedan,2017,8,366,4287,2,1154,12157.0,366.0,24384.0,12682.0
黑龙江,230000,ef76a85c4b39f693,Sedan,2017,8,240,3076,2,1154,12157.0,240.0,19847.0,11134.0
上海,310000,bb9fbec9a2833839,SUV,2017,8,471,3347,95,172,8413.0,471.0,22091.0,7540.0
云南,530000,bb9fbec9a2833839,SUV,2017,8,206,3567,95,172,8413.0,206.0,21371.0,8226.0
内蒙古,150000,bb9fbec9a2833839,SUV,2017,8,168,1513,95,172,8413.0,168.0,15868.0,6674.0
北京,110000,bb9fbec9a2833839,SUV,2017,8,274,3516,95,172,8413.0,274.0,19428.0,7223.0
四川,510000,bb9fbec9a2833839,SUV,2017,8,452,7067,95,172,8413.0,452.0,43852.0,15701.0
